ID,Cell Name,Station ID,OBC Variant Number,Part Serial Number (SFC),Screw Material Number,PKP,AST11,Action (Task) Number,Program Number,Status,Date And Time,Last Step Number,Run Time,Step1 Number,Step1 Torque Low Value,Step1 Torque Target Value,Step1 Torque Measured Value,Step1 Torque Up Value,Step1 Angle Low Value,Step1 Angle Target Value,Step1 Angle Measured Value,Step1 Angle Up Value,Step2 Number,Step2 Torque Low Value,Step2 Torque Target Value,Step2 Torque Measured Value,Step2 Torque Up Value,Step2 Angle Low Value,Step2 Angle Target Value,Step2 Angle Measured Value,Step2 Angle Up Value,Step3 Number,Step3 Torque Low Value,Step3 Torque Target Value,Step3 Torque Measured Value,Step3 Torque Up Value,Step3 Angle Low Value,Step3 Angle Target Value,Step3 Angle Measured Value,Step3 Angle Up Value,Comment
157116,ST030,2,10352189,XT006RJV81390,10314078,1,1,16,2,0,2018-11-23 21:40:01,6,2.06,4,0.00,0.00,0.36,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1700,1900,15,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157115,ST030,1,10352189,XT006RJQ77090,10314078,1,1,27,2,0,2018-11-23 21:39:58,17,5.48,13,0.95,1.00,0.51,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,10,60,17,0.95,1.00,1.00,1.10,1,0,10,200,OK
157114,ST030,2,10352189,XT006RJV81390,10314078,1,1,15,2,0,2018-11-23 21:39:55,6,2.17,4,0.00,0.00,0.37,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157113,ST030,2,10352189,XT006RJV81390,10314078,1,1,14,2,0,2018-11-23 21:39:50,6,2.06,4,0.00,0.00,0.39,1.00,300,380,1900,450,6,0.05,0.00,1.55,1.60,1700,1900,23,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157112,ST030,2,10352189,XT006RJV81390,10314078,1,1,13,2,0,2018-11-23 21:39:45,6,2.22,4,0.00,0.00,0.44,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1700,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157111,ST030,1,10352189,XT006RJQ77090,10314078,1,1,23,2,0,2018-11-23 21:39:43,17,5.33,13,0.95,1.00,0.63,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,11,60,17,0.95,1.00,1.00,1.10,1,0,11,200,OK
157110,ST030,2,10352189,XT006RJV81390,10314078,1,1,12,1,0,2018-11-23 21:39:39,8,5.22,6,1.70,1.80,0.09,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,26,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157109,ST030,2,10352189,XT006RJV81390,10314078,1,1,11,1,0,2018-11-23 21:39:30,8,4.63,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157108,ST030,1,10352189,XT006RJQ77090,10314078,1,1,19,2,0,2018-11-23 21:39:25,17,4.60,13,0.95,1.00,0.46,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,5,60,17,0.95,1.00,1.00,1.10,1,0,5,200,OK
157107,ST030,2,10352189,XT006RJV81390,10314078,1,1,10,1,0,2018-11-23 21:39:22,8,4.56,6,1.70,1.80,0.07,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157106,ST030,2,10352189,XT006RJV81390,10314078,1,1,9,1,5,2018-11-23 21:39:14,3,1.69,3,1.70,1.80,1.72,1.90,0,0,2059,0,0,0.00,0.00,0.00,1.70,850,920,0,990,0,1.80,1.90,0.00,2.05,2,0,0,950,TORQUE_HIGH
157105,ST030,1,10352189,XT006RJQ77090,10314078,1,1,15,2,0,2018-11-23 21:39:11,17,5.51,13,0.95,1.00,0.59,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,22,60,17,0.95,1.00,1.00,1.10,1,0,22,200,OK
157104,ST030,2,10352189,XT006RJV81390,10314078,1,1,8,1,0,2018-11-23 21:39:09,8,5.08,6,1.70,1.80,0.14,1.90,0,0,920,0,8,0.00,0.00,1.91,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157103,ST030,2,10352189,XT006RJV81390,10314078,1,1,7,1,0,2018-11-23 21:39:01,8,5.67,6,1.70,1.80,0.17,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,17,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157102,ST030,1,10352189,XT006RJQ77090,10314078,1,1,11,2,0,2018-11-23 21:38:56,17,4.73,13,0.95,1.00,0.53,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,9,60,17,0.95,1.00,1.00,1.10,1,0,9,200,OK
157101,ST030,2,10352189,XT006RJV81390,10314078,1,1,6,1,0,2018-11-23 21:38:52,8,5.75,6,1.70,1.80,0.15,1.90,0,0,920,0,8,0.00,0.00,1.92,1.70,850,920,26,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157100,ST030,2,10352189,XT006RJV81390,10314078,1,1,5,1,0,2018-11-23 21:38:42,8,4.94,6,1.70,1.80,0.19,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157099,ST030,2,10352189,XT006RJV81390,10314078,1,1,4,1,0,2018-11-23 21:38:33,8,4.81,6,1.70,1.80,0.11,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,22,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157098,ST030,2,10352189,XT006RJV81390,10314078,1,1,3,1,0,2018-11-23 21:38:25,8,5.55,6,1.70,1.80,0.18,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,19,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157097,ST030,2,10352189,XT006RJV81390,10314078,1,1,2,1,0,2018-11-23 21:38:15,8,4.76,6,1.70,1.80,0.11,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,26,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157096,ST030,2,10352189,XT006RJQ75410,10314078,1,1,24,2,0,2018-11-23 21:35:32,6,2.19,4,0.00,0.00,0.32,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157095,ST030,2,10352189,XT006RJQ75410,10314078,1,1,23,2,0,2018-11-23 21:35:26,6,2.16,4,0.00,0.00,0.44,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1700,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157094,ST030,2,10352189,XT006RJQ75410,10314078,1,1,22,2,0,2018-11-23 21:35:21,6,2.19,4,0.00,0.00,0.33,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157093,ST030,2,10352189,XT006RJQ75410,10314078,1,1,21,2,0,2018-11-23 21:35:15,6,2.19,4,0.00,0.00,0.43,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157092,ST030,2,10352189,XT006RJQ75410,10314078,1,1,20,2,0,2018-11-23 21:35:10,6,2.30,4,0.00,0.00,0.33,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157091,ST030,2,10352189,XT006RJQ75410,10314078,1,1,19,2,0,2018-11-23 21:35:04,6,2.20,4,0.00,0.00,0.39,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157090,ST030,2,10352189,XT006RJQ75410,10314078,1,1,18,2,0,2018-11-23 21:34:59,6,2.18,4,0.00,0.00,0.40,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157089,ST030,1,10352189,XT006RJV81390,10314078,1,1,31,2,0,2018-11-23 21:34:56,17,5.34,13,0.95,1.00,0.63,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,27,60,17,0.95,1.00,1.00,1.10,1,0,27,200,OK
157088,ST030,2,10352189,XT006RJQ75410,10314078,1,1,17,2,0,2018-11-23 21:34:53,6,2.21,4,0.00,0.00,0.39,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157087,ST030,2,10352189,XT006RJQ75410,10314078,1,1,16,2,0,2018-11-23 21:34:48,6,2.30,4,0.00,0.00,0.42,1.00,300,380,1902,450,6,0.05,0.00,1.51,1.60,1700,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157086,ST030,2,10352189,XT006RJQ75410,10314078,1,1,15,2,0,2018-11-23 21:34:42,6,2.22,4,0.00,0.00,0.33,1.00,300,380,1901,450,6,0.05,0.00,1.50,1.60,1700,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157085,ST030,1,10352189,XT006RJV81390,10314078,1,1,27,2,0,2018-11-23 21:34:42,17,4.51,13,0.95,1.00,0.46,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,200,OK
157084,ST030,2,10352189,XT006RJQ75410,10314078,1,1,14,2,0,2018-11-23 21:34:37,6,2.40,4,0.00,0.00,0.42,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1700,1900,15,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157083,ST030,2,10352189,XT006RJQ75410,10314078,1,1,13,2,0,2018-11-23 21:34:31,6,2.19,4,0.00,0.00,0.37,1.00,300,380,1901,450,6,0.05,0.00,1.50,1.60,1700,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157082,ST030,1,10352189,XT006RJV81390,10314078,1,1,23,2,0,2018-11-23 21:34:26,17,4.62,13,0.95,1.00,0.49,1.05,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,4,60,17,0.95,1.00,1.03,1.10,1,0,4,200,OK
157081,ST030,2,10352189,XT006RJQ75410,10314078,1,1,12,1,0,2018-11-23 21:34:25,8,5.94,6,1.70,1.80,0.19,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,16,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157080,ST030,2,10352189,XT006RJQ75410,10314078,1,1,11,1,0,2018-11-23 21:34:16,8,4.59,6,1.70,1.80,0.20,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,16,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157079,ST030,1,10352189,XT006RJV81390,10314078,1,1,19,2,0,2018-11-23 21:34:11,17,4.70,13,0.95,1.00,0.34,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,200,OK
157078,ST030,2,10352189,XT006RJQ75410,10314078,1,1,10,1,0,2018-11-23 21:34:08,8,5.66,6,1.70,1.80,0.19,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,18,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157077,ST030,2,10352189,XT006RJQ75410,10314078,1,1,9,1,0,2018-11-23 21:33:59,8,5.90,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,244,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157076,ST030,1,10352189,XT006RJV81390,10314078,1,1,15,2,0,2018-11-23 21:33:57,17,5.08,13,0.95,1.00,0.64,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,22,60,17,0.95,1.00,1.00,1.10,1,0,22,200,OK
157075,ST030,2,10352189,XT006RJQ75410,10314078,1,1,8,1,0,2018-11-23 21:33:49,8,5.31,6,1.70,1.80,0.28,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,17,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157074,ST030,2,10352189,XT006RJQ75410,10314078,1,1,7,1,0,2018-11-23 21:33:41,8,6.03,6,1.70,1.80,0.14,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,16,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157073,ST030,1,10352189,XT006RJV81390,10314078,1,1,11,2,0,2018-11-23 21:33:40,17,5.20,13,0.95,1.00,0.64,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,9,60,17,0.95,1.00,1.00,1.10,1,0,9,200,OK
157072,ST030,2,10352189,XT006RJQ75410,10314078,1,1,6,1,0,2018-11-23 21:33:31,8,6.17,6,1.70,1.80,0.15,1.90,0,0,920,0,8,0.00,0.00,1.92,1.70,850,920,44,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157071,ST030,2,10352189,XT006RJQ75410,10314078,1,1,5,1,0,2018-11-23 21:33:21,8,4.83,6,1.70,1.80,0.14,1.90,0,0,920,0,8,0.00,0.00,1.91,1.70,850,920,17,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157070,ST030,2,10352189,XT006RJQ75410,10314078,1,1,4,1,0,2018-11-23 21:33:12,8,5.93,6,1.70,1.80,0.15,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,19,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157069,ST030,2,10352189,XT006RJQ75410,10314078,1,1,3,1,0,2018-11-23 21:33:03,8,5.22,6,1.70,1.80,0.22,1.90,0,0,920,0,8,0.00,0.00,1.92,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157068,ST030,2,10352189,XT006RJQ75410,10314078,1,1,2,1,5,2018-11-23 21:32:54,3,1.88,3,1.70,1.80,1.72,1.90,0,0,2212,0,0,0.00,0.00,0.00,1.70,850,920,0,990,0,1.80,1.90,0.00,2.05,2,0,0,950,TORQUE_HIGH
157067,ST030,2,10352189,XT006RK385350,10314078,1,1,24,2,0,2018-11-23 21:32:14,6,2.29,4,0.00,0.00,0.39,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1700,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157066,ST030,2,10352189,XT006RK385350,10314078,1,1,23,2,0,2018-11-23 21:32:09,6,2.19,4,0.00,0.00,0.37,1.00,300,380,1900,450,6,0.05,0.00,1.53,1.60,1700,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157065,ST030,2,10352189,XT006RK385350,10314078,1,1,22,2,0,2018-11-23 21:32:03,6,2.19,4,0.00,0.00,0.36,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157064,ST030,2,10352189,XT006RK385350,10314078,1,1,21,2,0,2018-11-23 21:31:58,6,2.05,4,0.00,0.00,0.48,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1700,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157063,ST030,2,10352189,XT006RK385350,10314078,1,1,20,2,0,2018-11-23 21:31:52,6,2.43,4,0.00,0.00,0.37,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157062,ST030,2,10352189,XT006RK385350,10314078,1,1,19,2,0,2018-11-23 21:31:46,6,2.18,4,0.00,0.00,0.44,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157061,ST030,2,10352189,XT006RK385350,10314078,1,1,18,2,0,2018-11-23 21:31:41,6,2.22,4,0.00,0.00,0.40,1.00,300,380,1900,450,6,0.05,0.00,1.50,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157060,ST030,2,10352189,XT006RK385350,10314078,1,1,17,2,0,2018-11-23 21:31:36,6,2.19,4,0.00,0.00,0.38,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1700,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157059,ST030,2,10352189,XT006RK385350,10314078,1,1,16,2,0,2018-11-23 21:31:30,6,2.33,4,0.00,0.00,0.46,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157058,ST030,2,10352189,XT006RK385350,10314078,1,1,15,2,0,2018-11-23 21:31:24,6,2.19,4,0.00,0.00,0.39,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157057,ST030,1,10352189,XT006RJQ75410,10314078,1,1,31,2,0,2018-11-23 21:31:24,17,5.19,13,0.95,1.00,0.59,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,12,60,17,0.95,1.00,1.01,1.10,1,0,12,200,OK
157056,ST030,2,10352189,XT006RK385350,10314078,1,1,14,2,0,2018-11-23 21:31:19,6,2.06,4,0.00,0.00,0.39,1.00,300,380,1901,450,6,0.05,0.00,1.52,1.60,1700,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157055,ST030,2,10352189,XT006RK385350,10314078,1,1,13,2,0,2018-11-23 21:31:14,6,2.31,4,0.00,0.00,0.41,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157054,ST030,1,10352189,XT006RJQ75410,10314078,1,1,27,2,0,2018-11-23 21:31:12,17,5.50,13,0.95,1.00,0.68,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,20,60,17,0.95,1.00,1.00,1.10,1,0,20,200,OK
157053,ST030,2,10352189,XT006RK385350,10314078,1,1,12,1,0,2018-11-23 21:31:08,8,4.56,6,1.70,1.80,0.11,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,19,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157052,ST030,2,10352189,XT006RK385350,10314078,1,1,11,1,0,2018-11-23 21:30:59,8,4.55,6,1.70,1.80,0.13,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157051,ST030,1,10352189,XT006RJQ75410,10314078,1,1,23,2,0,2018-11-23 21:30:58,17,5.48,13,0.95,1.00,0.52,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,7,60,17,0.95,1.00,1.01,1.10,1,0,7,200,OK
157050,ST030,2,10352189,XT006RK385350,10314078,1,1,10,1,0,2018-11-23 21:30:52,8,5.24,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,17,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157049,ST030,1,10352189,XT006RJQ75410,10314078,1,1,19,2,0,2018-11-23 21:30:45,17,5.35,13,0.95,1.00,0.51,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,6,60,17,0.95,1.00,1.02,1.10,1,0,6,200,OK
157048,ST030,2,10352189,XT006RK385350,10314078,1,1,9,1,0,2018-11-23 21:30:43,8,5.69,6,1.70,1.80,0.20,1.90,0,0,920,0,8,0.00,0.00,1.91,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157047,ST030,2,10352189,XT006RK385350,10314078,1,1,8,1,0,2018-11-23 21:30:34,8,5.30,6,1.70,1.80,0.15,1.90,0,0,920,0,8,0.00,0.00,1.92,1.70,850,920,15,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157046,ST030,1,10352189,XT006RJQ75410,10314078,1,1,15,2,0,2018-11-23 21:30:31,17,5.08,13,0.95,1.00,0.50,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,8,60,17,0.95,1.00,1.01,1.10,1,0,8,200,OK
157045,ST030,2,10352189,XT006RK385350,10314078,1,1,7,1,0,2018-11-23 21:30:25,8,5.04,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.89,1.70,850,920,21,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157044,ST030,1,10352189,XT006RJQ75410,10314078,1,1,11,2,0,2018-11-23 21:30:18,17,5.14,13,0.95,1.00,0.62,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,19,60,17,0.95,1.00,1.00,1.10,1,0,19,200,OK
157043,ST030,2,10352189,XT006RK385350,10314078,1,1,6,1,0,2018-11-23 21:30:17,8,4.62,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,17,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157042,ST030,2,10352189,XT006RK385350,10314078,1,1,5,1,0,2018-11-23 21:30:08,8,4.49,6,1.70,1.80,0.10,1.90,0,0,920,0,8,0.00,0.00,1.91,1.70,850,920,16,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157041,ST030,2,10352189,XT006RK385350,10314078,1,1,4,1,0,2018-11-23 21:30:00,8,4.74,6,1.70,1.80,0.11,1.90,0,0,920,0,8,0.00,0.00,1.90,1.70,850,920,19,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157040,ST030,2,10352189,XT006RK385350,10314078,1,1,3,1,0,2018-11-23 21:29:52,8,5.22,6,1.70,1.80,0.16,1.90,0,0,920,0,8,0.00,0.00,1.92,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157039,ST030,2,10352189,XT006RK385350,10314078,1,1,2,1,0,2018-11-23 21:29:42,8,4.98,6,1.70,1.80,0.15,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,18,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157038,ST030,1,10352189,XT006RK385350,10314078,1,1,31,2,0,2018-11-23 21:28:06,17,4.72,13,0.95,1.00,0.51,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,200,OK
157037,ST030,1,10352189,XT006RK385350,10314078,1,1,27,2,0,2018-11-23 21:27:54,17,4.50,13,0.95,1.00,0.52,1.05,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,6,60,17,0.95,1.00,1.03,1.10,1,0,6,200,OK
157036,ST030,1,10352189,XT006RK385350,10314078,1,1,23,2,0,2018-11-23 21:25:02,17,4.84,13,0.95,1.00,0.51,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,8,60,17,0.95,1.00,1.01,1.10,1,0,8,200,OK
157035,ST030,1,10352189,XT006RK385350,10314078,1,1,19,2,0,2018-11-23 21:24:49,17,4.50,13,0.95,1.00,0.45,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,4,60,17,0.95,1.00,1.02,1.10,1,0,4,200,OK
157034,ST030,1,10352189,XT006RK385350,10314078,1,1,15,2,0,2018-11-23 21:24:36,17,4.36,13,0.95,1.00,0.44,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,7,60,17,0.95,1.00,1.00,1.10,1,0,7,200,OK
157033,ST030,1,10352189,XT006RK385350,10314078,1,1,11,2,0,2018-11-23 21:24:24,17,4.62,13,0.95,1.00,0.56,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,9,60,17,0.95,1.00,1.02,1.10,1,0,9,200,OK
157032,ST030,2,10352189,XT006RJV82080,10314078,1,1,24,2,0,2018-11-23 21:13:04,6,2.40,4,0.00,0.00,0.40,1.00,300,380,1900,450,6,0.05,0.00,1.50,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157031,ST030,2,10352189,XT006RJV82080,10314078,1,1,23,2,0,2018-11-23 21:12:58,6,2.17,4,0.00,0.00,0.42,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1700,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157030,ST030,2,10352189,XT006RJV82080,10314078,1,1,22,2,0,2018-11-23 21:12:53,6,2.34,4,0.00,0.00,0.30,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157029,ST030,2,10352189,XT006RJV82080,10314078,1,1,21,2,0,2018-11-23 21:12:47,6,2.19,4,0.00,0.00,0.39,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157028,ST030,2,10352189,XT006RJV82080,10314078,1,1,20,2,0,2018-11-23 21:12:41,6,2.21,4,0.00,0.00,0.39,1.00,300,380,1900,450,6,0.05,0.00,1.50,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157027,ST030,2,10352189,XT006RJV82080,10314078,1,1,19,2,0,2018-11-23 21:12:36,6,2.30,4,0.00,0.00,0.37,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157026,ST030,2,10352189,XT006RJV82080,10314078,1,1,18,2,0,2018-11-23 21:12:30,6,2.18,4,0.00,0.00,0.39,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157025,ST030,2,10352189,XT006RJV82080,10314078,1,1,17,2,0,2018-11-23 21:12:25,6,2.19,4,0.00,0.00,0.58,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1700,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157024,ST030,2,10352189,XT006RJV82080,10314078,1,1,16,2,0,2018-11-23 21:12:19,6,2.19,4,0.00,0.00,0.35,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157023,ST030,2,10352189,XT006RJV82080,10314078,1,1,15,2,0,2018-11-23 21:12:14,6,2.06,4,0.00,0.00,0.38,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1700,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157022,ST030,2,10352189,XT006RJV82080,10314078,1,1,14,2,0,2018-11-23 21:12:08,6,2.19,4,0.00,0.00,0.45,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1700,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157021,ST030,2,10352189,XT006RJV82080,10314078,1,1,13,2,0,2018-11-23 21:12:03,6,2.17,4,0.00,0.00,0.48,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1700,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
157020,ST030,2,10352189,XT006RJV82080,10314078,1,1,12,1,0,2018-11-23 21:11:57,8,4.68,6,1.70,1.80,0.12,1.90,0,0,920,0,8,0.00,0.00,1.87,1.70,850,920,20,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
157019,ST030,2,10352189,XT006RJV82080,10314078,1,1,11,1,0,2018-11-23 21:11:49,8,4.55,6,1.70,1.80,0.08,1.90,0,0,920,0,8,0.00,0.00,1.88,1.70,850,920,19,990,0,1.80,1.90,0.00,2.05,2,0,0,950,OK
