ID,Cell Name,Station ID,OBC Variant Number,Part Serial Number (SFC),Screw Material Number,PKP,AST11,Action (Task) Number,Program Number,Status,Date And Time,Last Step Number,Run Time,Step1 Number,Step1 Torque Low Value,Step1 Torque Target Value,Step1 Torque Measured Value,Step1 Torque Up Value,Step1 Angle Low Value,Step1 Angle Target Value,Step1 Angle Measured Value,Step1 Angle Up Value,Step2 Number,Step2 Torque Low Value,Step2 Torque Target Value,Step2 Torque Measured Value,Step2 Torque Up Value,Step2 Angle Low Value,Step2 Angle Target Value,Step2 Angle Measured Value,Step2 Angle Up Value,Step3 Number,Step3 Torque Low Value,Step3 Torque Target Value,Step3 Torque Measured Value,Step3 Torque Up Value,Step3 Angle Low Value,Step3 Angle Target Value,Step3 Angle Measured Value,Step3 Angle Up Value,Comment
148529,ST030,2,10352073,X0006RJI00065,10314078,1,1,3,5,0,2018-11-21 15:45:37,6,2.54,4,0.00,0.00,0.50,1.00,300,380,2102,450,6,0.05,0.00,1.54,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148528,ST030,2,10352073,X0006RJI00065,10314078,1,1,2,5,0,2018-11-21 15:45:31,6,2.28,4,0.00,0.00,0.42,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148527,ST030,1,10352073,X0006RJI00013,10314078,1,1,31,5,0,2018-11-21 15:42:41,17,3.25,13,0.95,1.00,0.34,1.10,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,5,60,17,0.95,1.00,1.02,1.10,1,0,5,100,OK
148526,ST030,1,10352073,X0006RJI00013,10314078,1,1,27,5,0,2018-11-21 15:42:34,17,3.50,13,0.95,1.00,0.33,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,3,60,17,0.95,1.00,1.00,1.10,1,0,3,100,OK
148525,ST030,1,10352073,X0006RJI00013,10314078,1,1,23,5,0,2018-11-21 15:42:25,17,3.16,13,0.95,1.00,0.42,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148524,ST030,1,10352073,X0006RJI00013,10314078,1,1,19,5,0,2018-11-21 15:42:16,17,2.90,13,0.95,1.00,0.27,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,8,60,17,0.95,1.00,1.00,1.10,1,0,8,100,OK
148523,ST030,1,10352073,X0006RJI00013,10314078,1,1,15,5,0,2018-11-21 15:42:07,17,3.58,13,0.95,1.00,0.31,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148522,ST030,1,10352073,X0006RJI00013,10314078,1,1,15,15,0,2018-11-21 15:41:37,0,4.62,0,0.00,0.00,0.00,2.50,950,1000,0,1200,0,0.00,0.00,0.00,2.60,0,4000,0,65535,0,0.00,0.00,0.00,0.00,0,0,0,0,ReWork
148521,ST030,1,10352073,X0006RJI00013,10314078,1,1,15,5,5,2018-11-21 15:41:26,4,1.36,4,0.95,1.00,0.80,1.10,0,0,1926,0,0,0.01,0.00,0.00,1.50,30,40,0,60,0,0.95,1.00,0.00,1.10,1,0,0,100,TORQUE_HIGH
148520,ST030,1,10352073,X0006RJI00013,10314078,1,1,11,5,0,2018-11-21 15:41:20,17,3.07,13,0.95,1.00,0.38,1.10,0,0,40,0,15,0.01,0.00,1.04,1.50,30,40,5,60,17,0.95,1.00,1.04,1.10,1,0,5,100,OK
148519,ST030,1,10352073,X0006RJI0000S,10314078,1,1,31,5,0,2018-11-21 15:39:54,17,3.64,13,0.95,1.00,0.36,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148518,ST030,1,10352073,X0006RJI0000S,10314078,1,1,27,5,0,2018-11-21 15:39:40,17,3.27,13,0.95,1.00,0.43,1.10,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,6,60,17,0.95,1.00,1.03,1.10,1,0,6,100,OK
148517,ST030,1,10352073,X0006RJI0000S,10314078,1,1,23,5,0,2018-11-21 15:39:33,17,3.03,13,0.95,1.00,0.30,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,5,60,17,0.95,1.00,1.00,1.10,1,0,5,100,OK
148516,ST030,1,10352073,X0006RJI0000S,10314078,1,1,19,5,0,2018-11-21 15:39:26,17,3.17,13,0.95,1.00,0.44,1.10,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,5,60,17,0.95,1.00,1.02,1.10,1,0,5,100,OK
148515,ST030,1,10352073,X0006RJI0000S,10314078,1,1,15,5,0,2018-11-21 15:39:18,17,3.44,13,0.95,1.00,0.42,1.10,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,4,60,17,0.95,1.00,1.03,1.10,1,0,4,100,OK
148514,ST030,1,10352073,X0006RJI0000S,10314078,1,1,11,5,0,2018-11-21 15:39:10,17,3.05,13,0.95,1.00,0.33,1.10,0,0,40,0,15,0.01,0.00,1.04,1.50,30,40,5,60,17,0.95,1.00,1.04,1.10,1,0,5,100,OK
148513,ST030,2,10352073,X0006RJI00007,10314078,1,1,24,6,0,2018-11-21 15:39:03,6,2.05,4,0.00,0.00,0.26,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148512,ST030,2,10352073,X0006RJI00007,10314078,1,1,23,6,0,2018-11-21 15:38:57,6,2.20,4,0.00,0.00,0.32,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,21,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148511,ST030,2,10352073,X0006RJI00007,10314078,1,1,22,6,0,2018-11-21 15:38:52,6,2.17,4,0.00,0.00,0.31,1.00,300,380,1901,450,6,0.05,0.00,1.50,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148510,ST030,2,10352073,X0006RJI00007,10314078,1,1,21,6,0,2018-11-21 15:38:47,6,2.06,4,0.00,0.00,0.34,1.00,300,380,1902,450,6,0.05,0.00,1.51,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148509,ST030,2,10352073,X0006RJI00007,10314078,1,1,20,6,0,2018-11-21 15:38:41,6,2.04,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148508,ST030,2,10352073,X0006RJI00007,10314078,1,1,19,6,0,2018-11-21 15:38:36,6,2.08,4,0.00,0.00,0.26,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148507,ST030,2,10352073,X0006RJI00007,10314078,1,1,18,6,0,2018-11-21 15:38:30,6,2.16,4,0.00,0.00,0.32,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148506,ST030,2,10352073,X0006RJI00007,10314078,1,1,17,6,0,2018-11-21 15:38:25,6,2.07,4,0.00,0.00,0.33,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148505,ST030,2,10352073,X0006RJI00007,10314078,1,1,16,6,0,2018-11-21 15:38:20,6,2.18,4,0.00,0.00,0.39,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148504,ST030,2,10352073,X0006RJI00007,10314078,1,1,15,6,0,2018-11-21 15:38:14,6,2.04,4,0.00,0.00,0.34,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148503,ST030,2,10352073,X0006RJI00007,10314078,1,1,14,6,0,2018-11-21 15:38:09,6,2.08,4,0.00,0.00,0.39,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148502,ST030,2,10352073,X0006RJI00007,10314078,1,1,13,6,0,2018-11-21 15:38:03,6,2.09,4,0.00,0.00,0.34,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148501,ST030,2,10352073,X0006RJI00007,10314078,1,1,12,5,0,2018-11-21 15:37:58,6,2.67,4,0.00,0.00,0.83,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148500,ST030,2,10352073,X0006RJI00007,10314078,1,1,11,5,0,2018-11-21 15:37:51,6,2.55,4,0.00,0.00,0.85,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148499,ST030,2,10352073,X0006RJI00007,10314078,1,1,10,5,0,2018-11-21 15:37:45,6,3.16,4,0.00,0.00,0.91,1.00,300,380,2102,450,6,0.05,0.00,1.52,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148498,ST030,2,10352073,X0006RJI00007,10314078,1,1,9,5,0,2018-11-21 15:37:39,6,2.58,4,0.00,0.00,0.81,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148497,ST030,1,10352073,X0006RJI00065,10314078,1,1,31,5,0,2018-11-21 15:37:37,17,3.30,13,0.95,1.00,0.31,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,7,60,17,0.95,1.00,1.00,1.10,1,0,7,100,OK
148496,ST030,2,10352073,X0006RJI00007,10314078,1,1,8,5,0,2018-11-21 15:37:33,6,2.43,4,0.00,0.00,0.70,1.00,300,380,2100,450,6,0.05,0.00,1.51,1.50,1900,2100,5,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148495,ST030,2,10352073,X0006RJI00007,10314078,1,1,7,5,0,2018-11-21 15:37:27,6,2.16,4,0.00,0.00,0.62,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148494,ST030,1,10352073,X0006RJI00065,10314078,1,1,27,5,0,2018-11-21 15:37:21,17,3.52,13,0.95,1.00,0.38,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,100,OK
148493,ST030,2,10352073,X0006RJI00007,10314078,1,1,6,5,0,2018-11-21 15:37:21,6,3.02,4,0.00,0.00,0.80,1.00,300,380,2100,450,6,0.05,0.00,1.53,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148492,ST030,2,10352073,X0006RJI00007,10314078,1,1,5,5,0,2018-11-21 15:37:15,6,2.46,4,0.00,0.00,0.72,1.00,300,380,2102,450,6,0.05,0.00,1.51,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148491,ST030,1,10352073,X0006RJI00065,10314078,1,1,23,5,0,2018-11-21 15:37:13,17,3.30,13,0.95,1.00,0.31,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,100,OK
148490,ST030,2,10352073,X0006RJI00007,10314078,1,1,4,5,0,2018-11-21 15:37:08,6,2.54,4,0.00,0.00,0.81,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148489,ST030,1,10352073,X0006RJI00065,10314078,1,1,19,5,0,2018-11-21 15:37:04,17,3.21,13,0.95,1.00,0.32,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,9,60,17,0.95,1.00,1.00,1.10,1,0,9,100,OK
148488,ST030,2,10352073,X0006RJI00007,10314078,1,1,3,5,0,2018-11-21 15:37:02,6,2.23,4,0.00,0.00,0.80,1.00,300,380,2101,450,6,0.05,0.00,1.54,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148487,ST030,1,10352073,X0006RJI00065,10314078,1,1,15,5,0,2018-11-21 15:36:57,17,3.33,13,0.95,1.00,0.31,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148486,ST030,2,10352073,X0006RJI00007,10314078,1,1,2,5,0,2018-11-21 15:36:56,6,2.60,4,0.00,0.00,0.79,1.00,300,380,2100,450,6,0.05,0.00,1.48,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148485,ST030,1,10352073,X0006RJI00065,10314078,1,1,15,15,0,2018-11-21 15:36:38,0,4.64,0,0.00,0.00,0.00,2.50,950,1000,0,1200,0,0.00,0.00,0.00,2.60,0,4000,0,65535,0,0.00,0.00,0.00,0.00,0,0,0,0,ReWork
148484,ST030,2,10352073,X0006RJI0005F,10314078,1,1,24,6,0,2018-11-21 15:36:37,6,2.18,4,0.00,0.00,0.35,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148483,ST030,2,10352073,X0006RJI0005F,10314078,1,1,23,6,0,2018-11-21 15:36:32,6,2.30,4,0.00,0.00,0.34,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148482,ST030,2,10352073,X0006RJI0005F,10314078,1,1,22,6,0,2018-11-21 15:36:26,6,2.17,4,0.00,0.00,0.34,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,13,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148481,ST030,2,10352073,X0006RJI0005F,10314078,1,1,21,6,0,2018-11-21 15:36:20,6,2.30,4,0.00,0.00,0.30,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148480,ST030,1,10352073,X0006RJI00065,10314078,1,1,15,5,10,2018-11-21 15:36:17,6,1.93,6,0.95,1.00,0.00,1.10,0,0,316,0,0,0.01,0.00,0.00,1.50,30,40,0,60,0,0.95,1.00,0.00,1.10,1,0,0,100,INTERRUPT
148479,ST030,2,10352073,X0006RJI0005F,10314078,1,1,20,6,0,2018-11-21 15:36:15,6,2.19,4,0.00,0.00,0.34,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,15,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148478,ST030,1,10352073,X0006RJI00065,10314078,1,1,11,5,0,2018-11-21 15:36:11,17,3.30,13,0.95,1.00,0.33,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,8,60,17,0.95,1.00,1.00,1.10,1,0,8,100,OK
148477,ST030,2,10352073,X0006RJI0005F,10314078,1,1,19,6,0,2018-11-21 15:36:09,6,2.06,4,0.00,0.00,0.25,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148476,ST030,2,10352073,X0006RJI0005F,10314078,1,1,18,6,0,2018-11-21 15:36:04,6,2.20,4,0.00,0.00,0.31,1.00,300,380,1900,450,6,0.05,0.00,1.52,1.60,1400,1900,26,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148475,ST030,2,10352073,X0006RJI0005F,10314078,1,1,17,6,0,2018-11-21 15:35:58,6,2.07,4,0.00,0.00,0.34,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148474,ST030,2,10352073,X0006RJI0005F,10314078,1,1,16,6,0,2018-11-21 15:35:53,6,2.52,4,0.00,0.00,0.32,1.00,300,380,1900,450,6,0.05,0.00,1.52,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148473,ST030,2,10352073,X0006RJI0005F,10314078,1,1,15,6,0,2018-11-21 15:35:47,6,2.08,4,0.00,0.00,0.31,1.00,300,380,1900,450,6,0.05,0.00,1.51,1.60,1400,1900,23,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148472,ST030,2,10352073,X0006RJI0005F,10314078,1,1,14,6,0,2018-11-21 15:35:42,6,2.19,4,0.00,0.00,0.36,1.00,300,380,1901,450,6,0.05,0.00,1.51,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148471,ST030,2,10352073,X0006RJI0005F,10314078,1,1,13,6,0,2018-11-21 15:35:36,6,2.41,4,0.00,0.00,0.35,1.00,300,380,1900,450,6,0.05,0.00,1.51,1.60,1400,1900,21,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148470,ST030,2,10352073,X0006RJI0005F,10314078,1,1,12,5,0,2018-11-21 15:35:30,6,2.42,4,0.00,0.00,0.67,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148469,ST030,2,10352073,X0006RJI0005F,10314078,1,1,11,5,0,2018-11-21 15:35:24,6,2.33,4,0.00,0.00,0.75,1.00,300,380,2101,450,6,0.05,0.00,1.53,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148468,ST030,2,10352073,X0006RJI0005F,10314078,1,1,10,5,0,2018-11-21 15:35:18,6,2.45,4,0.00,0.00,0.71,1.00,300,380,2102,450,6,0.05,0.00,1.53,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148467,ST030,2,10352073,X0006RJI0005F,10314078,1,1,9,5,0,2018-11-21 15:35:13,6,2.46,4,0.00,0.00,0.52,1.00,300,380,2102,450,6,0.05,0.00,1.50,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148466,ST030,2,10352073,X0006RJI0005F,10314078,1,1,8,5,0,2018-11-21 15:35:07,6,2.29,4,0.00,0.00,0.80,1.00,300,380,2100,450,6,0.05,0.00,1.50,1.50,1900,2100,5,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148465,ST030,2,10352073,X0006RJI0005F,10314078,1,1,7,5,0,2018-11-21 15:35:01,6,2.15,4,0.00,0.00,0.66,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148464,ST030,2,10352073,X0006RJI0005F,10314078,1,1,6,5,0,2018-11-21 15:34:55,6,3.02,4,0.00,0.00,0.67,1.00,300,380,2100,450,6,0.05,0.00,1.49,1.50,1900,2100,19,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148463,ST030,2,10352073,X0006RJI0005F,10314078,1,1,5,5,0,2018-11-21 15:34:49,6,2.43,4,0.00,0.00,0.80,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148462,ST030,1,10352073,X0006RJI00007,10314078,1,1,31,5,0,2018-11-21 15:34:47,17,4.01,13,0.95,1.00,0.46,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,2,60,17,0.95,1.00,1.00,1.10,1,0,2,100,OK
148461,ST030,2,10352073,X0006RJI0005F,10314078,1,1,4,5,0,2018-11-21 15:34:42,6,2.33,4,0.00,0.00,0.63,1.00,300,380,2101,450,6,0.05,0.00,1.53,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148460,ST030,1,10352073,X0006RJI00007,10314078,1,1,27,5,0,2018-11-21 15:34:38,17,3.76,13,0.95,1.00,0.39,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,7,60,17,0.95,1.00,1.00,1.10,1,0,7,100,OK
148459,ST030,2,10352073,X0006RJI0005F,10314078,1,1,3,5,0,2018-11-21 15:34:37,6,2.47,4,0.00,0.00,0.67,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,5,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148458,ST030,2,10352073,X0006RJI0005F,10314078,1,1,2,5,0,2018-11-21 15:34:30,6,2.31,4,0.00,0.00,0.69,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148457,ST030,1,10352073,X0006RJI00007,10314078,1,1,23,5,0,2018-11-21 15:34:29,17,3.88,13,0.95,1.00,0.41,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,3,60,17,0.95,1.00,1.00,1.10,1,0,3,100,OK
148456,ST030,1,10352073,X0006RJI00007,10314078,1,1,19,5,0,2018-11-21 15:34:20,17,3.30,13,0.95,1.00,0.35,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,5,60,17,0.95,1.00,1.00,1.10,1,0,5,100,OK
148455,ST030,1,10352073,X0006RJI00007,10314078,1,1,15,5,0,2018-11-21 15:34:12,17,3.81,13,0.95,1.00,0.37,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,100,OK
148454,ST030,2,10352073,X0006RJI00014,10314078,1,1,24,6,0,2018-11-21 15:34:11,6,2.32,4,0.00,0.00,0.32,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148453,ST030,2,10352073,X0006RJI00014,10314078,1,1,23,6,0,2018-11-21 15:34:05,6,2.15,4,0.00,0.00,0.30,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148452,ST030,1,10352073,X0006RJI00007,10314078,1,1,11,5,0,2018-11-21 15:34:04,17,3.88,13,0.95,1.00,0.29,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148451,ST030,2,10352073,X0006RJI00014,10314078,1,1,22,6,0,2018-11-21 15:34:00,6,2.17,4,0.00,0.00,0.38,1.00,300,380,1901,450,6,0.05,0.00,1.51,1.60,1400,1900,24,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148450,ST030,2,10352073,X0006RJI00014,10314078,1,1,21,6,0,2018-11-21 15:33:55,6,2.05,4,0.00,0.00,0.34,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148449,ST030,2,10352073,X0006RJI00014,10314078,1,1,20,6,0,2018-11-21 15:33:49,6,2.19,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148448,ST030,2,10352073,X0006RJI00014,10314078,1,1,19,6,0,2018-11-21 15:33:44,6,2.06,4,0.00,0.00,0.33,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148447,ST030,2,10352073,X0006RJI00014,10314078,1,1,18,6,0,2018-11-21 15:33:38,6,2.06,4,0.00,0.00,0.35,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,24,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148446,ST030,2,10352073,X0006RJI00014,10314078,1,1,17,6,0,2018-11-21 15:33:33,6,2.06,4,0.00,0.00,0.36,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148445,ST030,2,10352073,X0006RJI00014,10314078,1,1,16,6,0,2018-11-21 15:33:27,6,2.11,4,0.00,0.00,0.37,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148444,ST030,2,10352073,X0006RJI00014,10314078,1,1,15,6,0,2018-11-21 15:33:22,6,2.21,4,0.00,0.00,0.30,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148443,ST030,2,10352073,X0006RJI00014,10314078,1,1,14,6,0,2018-11-21 15:33:17,6,2.18,4,0.00,0.00,0.33,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148442,ST030,2,10352073,X0006RJI00014,10314078,1,1,13,6,0,2018-11-21 15:33:11,6,2.59,4,0.00,0.00,0.32,1.00,300,380,1900,450,6,0.05,0.00,1.50,1.60,1400,1900,23,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
148441,ST030,2,10352073,X0006RJI00014,10314078,1,1,12,5,0,2018-11-21 15:33:05,6,2.53,4,0.00,0.00,0.82,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148440,ST030,2,10352073,X0006RJI00014,10314078,1,1,11,5,0,2018-11-21 15:32:59,6,2.65,4,0.00,0.00,0.78,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148439,ST030,2,10352073,X0006RJI00014,10314078,1,1,10,5,0,2018-11-21 15:32:53,6,2.48,4,0.00,0.00,0.62,1.00,300,380,2100,450,6,0.05,0.00,1.51,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148438,ST030,1,10352073,X0006RJI0005F,10314078,1,1,31,5,0,2018-11-21 15:32:50,17,3.42,13,0.95,1.00,0.37,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,5,60,17,0.95,1.00,1.00,1.10,1,0,5,100,OK
148437,ST030,2,10352073,X0006RJI00014,10314078,1,1,9,5,0,2018-11-21 15:32:47,6,2.54,4,0.00,0.00,0.63,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148436,ST030,2,10352073,X0006RJI00014,10314078,1,1,8,5,0,2018-11-21 15:32:41,6,2.32,4,0.00,0.00,0.59,1.00,300,380,2100,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148435,ST030,1,10352073,X0006RJI0005F,10314078,1,1,27,5,0,2018-11-21 15:32:40,17,3.40,13,0.95,1.00,0.34,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
148434,ST030,2,10352073,X0006RJI00014,10314078,1,1,7,5,0,2018-11-21 15:32:35,6,2.30,4,0.00,0.00,0.66,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
148433,ST030,1,10352073,X0006RJI0005F,10314078,1,1,23,5,0,2018-11-21 15:32:31,17,3.07,13,0.95,1.00,0.29,1.10,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,100,OK
